,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
620,39468,Male,Loyal Customer,67,Personal Travel,Eco Plus,129,1,4,1,3,2,1,2,2,3,3,4,2,4,2,0,0
621,28492,Female,Loyal Customer,20,Personal Travel,Eco,2846,2,4,2,4,2,3,3,4,3,4,5,3,3,3,0,0
622,64793,Female,disloyal Customer,24,Business travel,Eco,247,4,5,4,5,5,4,5,5,5,5,4,5,4,5,5,0
623,18513,Female,Loyal Customer,55,Business travel,Business,2187,0,4,0,2,4,4,5,4,3,2,5,5,2,5,277,275
624,8799,Female,disloyal Customer,22,Business travel,Eco,522,5,0,5,5,4,5,4,4,5,2,5,5,4,4,0,0
625,92140,Male,Loyal Customer,9,Personal Travel,Eco,1576,4,5,4,5,1,4,1,1,3,3,3,4,4,1,0,0
626,93211,Female,Loyal Customer,56,Personal Travel,Eco,1756,1,2,1,3,3,3,3,5,5,1,5,2,5,2,9,40
627,66112,Male,Loyal Customer,47,Business travel,Business,583,3,2,2,2,5,4,3,3,3,3,3,2,3,1,1,0
628,108771,Male,Loyal Customer,44,Business travel,Business,3548,4,1,4,4,5,5,4,4,4,5,4,5,4,4,0,8
629,35164,Female,Loyal Customer,17,Business travel,Eco,944,5,4,4,4,5,5,3,5,3,1,4,1,2,5,0,0
630,48375,Female,Loyal Customer,44,Personal Travel,Eco,522,2,4,2,2,5,4,5,3,3,2,3,3,3,4,10,6
631,46358,Female,disloyal Customer,25,Business travel,Eco,1013,2,2,2,2,5,2,5,5,5,1,3,5,2,5,9,29
632,128508,Male,Loyal Customer,63,Personal Travel,Eco,304,1,4,1,1,5,1,1,5,4,3,4,5,5,5,0,2
633,98704,Female,Loyal Customer,49,Business travel,Business,2234,1,1,1,1,4,5,5,2,2,2,2,3,2,3,0,0
634,18274,Male,Loyal Customer,64,Business travel,Eco Plus,179,5,3,4,3,5,5,5,5,3,2,5,5,3,5,0,0
635,20972,Female,Loyal Customer,33,Personal Travel,Eco,689,4,5,4,4,2,4,2,2,3,5,4,3,5,2,0,0
636,79500,Female,Loyal Customer,22,Business travel,Business,2317,2,2,2,2,4,4,4,4,5,5,4,3,5,4,3,9
637,93098,Male,Loyal Customer,72,Business travel,Business,2162,3,4,5,5,3,3,4,3,3,3,3,3,3,3,22,14
638,36733,Female,Loyal Customer,45,Business travel,Business,1754,3,3,3,3,5,4,5,3,3,2,3,4,3,5,0,0
639,45812,Male,disloyal Customer,38,Business travel,Eco,391,4,3,4,3,5,4,5,5,3,3,4,1,4,5,0,0
640,65598,Female,disloyal Customer,54,Business travel,Business,175,4,4,4,1,5,4,5,5,4,2,5,3,5,5,0,0
641,61803,Male,Loyal Customer,54,Personal Travel,Eco,1379,1,4,1,2,1,1,1,1,4,5,4,5,5,1,11,4
642,36818,Male,Loyal Customer,33,Business travel,Eco Plus,2300,2,4,4,4,2,2,2,2,1,4,3,3,4,2,23,46
643,32419,Female,Loyal Customer,51,Business travel,Eco,201,1,1,1,1,4,3,4,1,1,1,1,2,1,2,8,14
644,57621,Female,Loyal Customer,74,Business travel,Business,200,3,3,3,3,5,4,5,4,4,4,4,3,4,5,18,79
645,7577,Female,Loyal Customer,59,Business travel,Business,594,5,5,3,5,5,5,4,4,4,4,4,3,4,5,0,0
646,40216,Female,disloyal Customer,21,Business travel,Business,358,2,2,2,3,3,2,3,3,3,3,4,2,4,3,0,0
647,89656,Female,Loyal Customer,32,Business travel,Eco,950,3,5,5,5,3,3,3,3,2,3,3,2,4,3,14,8
648,77601,Female,Loyal Customer,47,Business travel,Business,1561,5,5,5,5,3,4,5,4,4,4,4,4,4,4,0,0
649,13121,Female,Loyal Customer,45,Business travel,Business,427,2,4,4,4,1,3,3,2,2,2,2,4,2,1,0,0
650,15903,Female,Loyal Customer,36,Business travel,Business,1663,5,3,5,5,4,4,5,3,3,3,3,3,3,3,0,0
651,24590,Male,disloyal Customer,25,Business travel,Eco,526,1,0,1,3,2,1,2,2,1,4,2,5,4,2,0,57
652,39616,Male,Loyal Customer,48,Personal Travel,Eco,965,1,1,1,3,2,1,2,2,1,3,3,1,3,2,0,0
653,31853,Male,Loyal Customer,34,Business travel,Eco,2677,0,0,0,3,5,0,5,5,1,2,3,2,5,5,0,0
654,62199,Female,Loyal Customer,8,Personal Travel,Eco,2454,3,1,3,2,1,3,1,1,1,5,3,1,3,1,0,0
655,70191,Male,Loyal Customer,60,Business travel,Business,2159,0,0,0,5,3,5,5,5,5,5,5,5,5,5,0,0
656,108648,Male,Loyal Customer,9,Personal Travel,Eco,762,2,5,2,2,4,2,1,4,2,5,2,5,2,4,51,
657,30969,Female,Loyal Customer,41,Business travel,Eco Plus,1024,4,2,2,2,3,1,4,4,4,4,4,2,4,4,37,55
658,77620,Female,Loyal Customer,24,Business travel,Business,2748,3,3,3,3,3,3,3,3,3,4,3,1,3,3,15,7
659,83491,Female,Loyal Customer,47,Business travel,Business,946,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,0
660,128941,Male,Loyal Customer,43,Business travel,Business,3489,4,4,4,4,4,4,5,5,5,5,5,3,5,3,0,0
661,22663,Male,Loyal Customer,49,Business travel,Business,589,5,5,4,5,4,4,4,4,4,5,4,5,4,3,9,0
662,78836,Female,Loyal Customer,41,Personal Travel,Eco,554,4,4,4,2,2,4,5,2,3,2,4,4,5,2,0,0
663,85042,Female,disloyal Customer,24,Business travel,Business,731,0,0,0,3,1,0,1,1,3,4,5,3,4,1,10,19
664,36786,Male,Loyal Customer,80,Business travel,Eco,1111,3,3,3,3,3,3,3,5,1,4,4,3,1,3,0,0
665,43842,Male,disloyal Customer,27,Business travel,Eco,174,3,5,3,4,4,3,4,4,1,2,3,2,1,4,0,0
666,120292,Female,Loyal Customer,34,Personal Travel,Eco,1576,4,4,4,3,5,4,5,5,4,5,5,5,5,5,0,0
667,70616,Male,disloyal Customer,13,Business travel,Eco,1217,1,0,0,3,2,0,4,2,3,5,3,3,4,2,0,0
668,108944,Male,Loyal Customer,29,Business travel,Eco Plus,1066,4,1,1,1,4,4,4,4,4,5,3,4,4,4,129,119
669,109590,Female,Loyal Customer,55,Business travel,Business,1827,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0
670,29471,Female,Loyal Customer,42,Personal Travel,Business,1216,4,1,4,3,4,2,3,1,1,4,2,3,1,4,0,2
671,10953,Female,disloyal Customer,27,Business travel,Eco,191,2,1,3,3,4,3,4,4,1,5,4,3,4,4,24,18
672,87170,Male,Loyal Customer,45,Business travel,Business,2920,1,1,4,1,4,5,4,4,4,4,4,4,4,4,9,1
673,40114,Male,Loyal Customer,24,Business travel,Eco,368,0,3,0,1,4,0,4,4,4,1,5,3,5,4,5,5
674,60959,Male,Loyal Customer,41,Business travel,Business,1981,1,3,3,3,5,4,4,1,1,1,1,4,1,1,10,6
675,286,Female,Loyal Customer,41,Business travel,Business,802,3,4,3,3,2,4,5,5,5,4,5,4,5,4,0,0
676,99504,Male,Loyal Customer,38,Personal Travel,Eco,307,1,4,1,1,4,1,4,4,4,2,4,5,5,4,0,6
677,118938,Male,Loyal Customer,67,Business travel,Business,1618,3,1,1,1,3,2,2,3,3,3,3,3,3,2,0,7
678,28296,Male,Loyal Customer,37,Business travel,Business,2061,4,4,4,4,2,2,1,4,4,4,4,1,4,3,0,0
679,101005,Male,Loyal Customer,49,Business travel,Business,2635,5,5,5,5,3,4,4,4,4,4,4,5,4,5,0,0
680,51263,Male,Loyal Customer,50,Business travel,Eco Plus,89,5,3,3,3,5,5,5,5,3,5,1,2,3,5,0,11
681,1507,Male,Loyal Customer,51,Business travel,Business,587,5,5,5,5,2,4,4,4,4,4,4,5,4,3,0,0
682,72911,Male,Loyal Customer,51,Business travel,Business,1897,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0
683,83439,Male,disloyal Customer,22,Business travel,Eco,632,2,1,2,3,4,2,4,4,3,4,3,4,3,4,0,0
684,39694,Male,Loyal Customer,34,Personal Travel,Eco,1463,4,5,4,3,3,4,5,3,4,4,5,5,5,3,0,0
685,98976,Male,Loyal Customer,68,Personal Travel,Eco,569,2,4,2,3,3,2,3,3,5,5,5,3,4,3,33,28
686,28365,Male,Loyal Customer,57,Business travel,Eco,763,5,3,3,3,5,5,5,5,2,4,2,5,3,5,0,34
687,54710,Male,Loyal Customer,52,Business travel,Business,454,3,3,3,3,3,5,4,4,4,4,4,4,4,1,0,1
688,65308,Male,Loyal Customer,40,Business travel,Business,631,1,0,0,4,4,3,3,3,3,0,5,1,3,1,16,16
689,52434,Female,Loyal Customer,64,Personal Travel,Eco,455,2,5,2,4,3,4,5,4,4,2,4,4,4,5,0,0
690,36689,Female,Loyal Customer,65,Personal Travel,Eco,1121,2,5,2,4,5,4,4,4,4,2,1,3,4,3,6,4
691,12776,Male,Loyal Customer,50,Personal Travel,Eco Plus,721,2,3,2,3,5,2,5,5,2,5,3,4,3,5,26,16
692,94201,Female,disloyal Customer,20,Business travel,Business,239,4,0,5,5,1,5,1,1,4,4,4,5,5,1,0,1
693,81388,Female,disloyal Customer,28,Business travel,Eco,874,2,2,2,3,2,2,2,2,4,5,3,4,2,2,0,0
694,116463,Male,Loyal Customer,15,Personal Travel,Eco,447,1,5,1,5,2,1,3,2,5,2,4,5,4,2,0,0
695,66179,Male,disloyal Customer,21,Business travel,Business,550,5,4,5,4,4,5,4,4,5,4,4,5,5,4,25,18
696,88102,Female,Loyal Customer,26,Business travel,Business,1947,4,4,4,4,5,5,5,5,4,4,4,5,5,5,493,485
697,26949,Female,Loyal Customer,17,Personal Travel,Eco,2402,5,4,5,4,1,5,1,1,1,5,3,1,4,1,0,0
698,124725,Female,Loyal Customer,64,Personal Travel,Eco,399,0,2,0,3,3,4,3,1,1,0,1,3,1,1,0,0
699,115731,Female,Loyal Customer,44,Business travel,Eco,446,3,4,4,4,5,2,2,3,3,3,3,3,3,1,1,0
700,99559,Female,Loyal Customer,47,Business travel,Business,829,1,1,1,1,3,5,5,5,5,5,5,4,5,4,28,27
701,1307,Male,Loyal Customer,53,Business travel,Business,2935,5,5,5,5,3,4,5,5,5,5,5,3,5,3,3,2
702,79670,Male,Loyal Customer,58,Personal Travel,Eco,760,2,2,3,1,1,3,1,1,2,4,2,4,2,1,72,60
703,114149,Male,Loyal Customer,48,Business travel,Business,1975,3,2,2,2,5,3,2,3,3,3,3,2,3,2,0,0
704,13103,Female,Loyal Customer,44,Business travel,Business,3529,4,4,4,4,1,4,4,4,4,4,4,1,4,5,0,0
705,59222,Male,Loyal Customer,60,Business travel,Business,1440,5,5,3,5,4,4,5,4,4,4,4,4,4,3,26,31
706,94357,Male,Loyal Customer,51,Business travel,Business,3490,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,0
707,97449,Male,Loyal Customer,49,Business travel,Business,756,3,3,3,3,3,4,4,4,4,4,4,3,4,5,9,0
708,125235,Female,disloyal Customer,14,Business travel,Eco,1149,3,3,3,3,2,3,3,2,2,1,3,1,4,2,6,57
709,113769,Female,Loyal Customer,19,Personal Travel,Eco,236,2,1,0,4,4,0,4,4,4,3,3,3,3,4,0,0
710,36549,Female,disloyal Customer,24,Business travel,Eco,1249,2,2,2,1,2,2,2,2,5,5,2,4,2,2,0,0
711,108169,Female,Loyal Customer,50,Personal Travel,Eco,1166,4,1,5,2,2,2,3,4,4,5,4,2,4,1,5,0
712,94873,Male,disloyal Customer,39,Business travel,Eco,189,1,3,1,3,3,1,3,3,2,5,3,3,4,3,1,2
713,123289,Male,Loyal Customer,21,Personal Travel,Eco,650,0,4,0,4,2,0,2,2,4,2,4,2,4,2,0,0
714,20734,Female,disloyal Customer,30,Business travel,Eco Plus,765,1,1,1,3,2,1,2,2,2,2,1,3,3,2,0,0
715,33889,Male,Loyal Customer,7,Personal Travel,Eco Plus,1105,4,4,4,1,2,4,2,2,4,2,4,2,2,2,6,0
716,74146,Male,Loyal Customer,40,Business travel,Eco,592,1,2,2,2,1,1,1,1,4,1,4,4,4,1,0,0
717,55240,Male,Loyal Customer,50,Business travel,Business,609,1,4,4,4,1,3,4,1,1,1,1,4,1,4,14,27
718,23104,Female,Loyal Customer,28,Business travel,Business,223,3,3,3,3,4,4,5,4,1,4,3,2,2,4,0,2
719,42011,Male,Loyal Customer,49,Business travel,Business,3283,5,5,5,5,5,3,5,5,5,5,5,5,5,4,0,0
720,115119,Male,Loyal Customer,58,Business travel,Business,372,2,2,2,2,2,4,4,4,4,5,4,4,4,5,13,10
721,101659,Male,disloyal Customer,23,Business travel,Business,1059,0,4,0,3,3,0,3,3,4,2,3,5,4,3,5,0
722,93261,Male,Loyal Customer,48,Business travel,Business,2923,5,5,5,5,5,5,4,4,4,4,4,5,4,4,6,0
723,106610,Female,Loyal Customer,23,Personal Travel,Eco,589,1,5,1,5,2,1,2,2,5,5,5,4,4,2,6,0
724,91460,Male,Loyal Customer,56,Business travel,Business,859,3,3,3,3,2,4,4,5,5,5,5,3,5,4,0,5
725,44817,Female,Loyal Customer,33,Business travel,Eco Plus,802,4,3,3,3,4,4,4,4,4,3,3,2,4,4,3,7
726,115610,Male,Loyal Customer,39,Business travel,Business,371,3,5,5,5,2,3,3,3,3,3,3,2,3,1,7,7
727,60041,Female,disloyal Customer,25,Business travel,Business,997,4,5,4,3,4,4,3,4,4,3,4,4,4,4,41,30
728,92898,Female,Loyal Customer,42,Business travel,Business,134,4,4,4,4,3,4,4,4,4,4,5,4,4,5,0,0
729,31018,Female,Loyal Customer,56,Personal Travel,Eco,391,1,3,1,4,1,4,3,4,4,1,4,3,4,1,72,62
730,81392,Female,disloyal Customer,20,Business travel,Eco,748,5,5,5,4,5,5,5,5,5,4,4,3,4,5,0,0
731,111950,Male,Loyal Customer,29,Business travel,Business,3484,1,1,1,1,5,5,5,5,5,2,5,3,4,5,0,0
732,80663,Female,Loyal Customer,17,Business travel,Business,821,1,4,4,4,1,1,1,1,3,1,3,4,3,1,0,0
733,107035,Female,Loyal Customer,40,Business travel,Business,480,5,5,5,5,4,4,5,4,4,4,4,5,4,5,0,0
734,121308,Female,disloyal Customer,18,Business travel,Eco,1009,2,2,2,4,4,2,4,4,5,2,5,4,4,4,0,0
735,123342,Female,Loyal Customer,23,Personal Travel,Eco Plus,328,3,1,3,2,3,3,3,3,2,1,2,2,3,3,32,28
736,32903,Female,Loyal Customer,29,Personal Travel,Eco,101,4,1,4,2,3,4,3,3,1,4,2,4,3,3,0,0
737,17667,Female,disloyal Customer,19,Business travel,Eco Plus,1008,5,0,5,4,1,5,1,1,1,3,2,2,2,1,0,0
738,6464,Female,Loyal Customer,44,Business travel,Eco Plus,296,3,2,2,2,5,4,3,2,2,3,2,2,2,2,11,11
739,101707,Female,Loyal Customer,18,Business travel,Business,1624,5,5,5,5,4,4,4,4,3,5,4,3,4,4,0,0
740,7978,Female,Loyal Customer,49,Business travel,Business,3616,5,5,2,5,2,4,4,4,4,4,4,4,4,4,0,0
741,110803,Male,Loyal Customer,33,Personal Travel,Eco,1105,3,4,3,4,4,3,5,4,4,2,4,4,5,4,0,11
742,95617,Female,Loyal Customer,55,Business travel,Eco,484,4,1,1,1,2,3,3,4,4,4,4,3,4,3,4,0
743,60591,Female,Loyal Customer,27,Personal Travel,Eco,1558,2,4,1,2,1,1,1,1,4,3,5,5,4,1,1,0
744,54418,Female,Loyal Customer,42,Business travel,Business,3632,1,1,3,1,2,5,4,5,5,5,5,5,5,2,0,0
745,124866,Male,Loyal Customer,18,Business travel,Eco Plus,280,3,4,4,4,3,3,3,3,4,5,4,1,4,3,0,0
746,51574,Female,disloyal Customer,20,Business travel,Eco,451,5,4,5,4,4,5,3,4,4,5,2,2,4,4,0,0
747,114082,Female,Loyal Customer,80,Business travel,Business,2422,2,2,5,2,4,4,3,4,4,4,4,4,4,4,0,0
748,35331,Female,Loyal Customer,62,Business travel,Eco,1076,3,5,5,5,3,3,3,2,1,2,2,3,4,3,332,336
749,70468,Male,Loyal Customer,59,Business travel,Business,2980,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,29
750,119099,Male,Loyal Customer,47,Business travel,Business,1107,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,0
751,110397,Male,disloyal Customer,27,Business travel,Eco,925,3,3,3,3,5,3,5,5,4,5,3,1,4,5,11,11
752,108193,Male,Loyal Customer,55,Business travel,Business,1624,4,4,4,4,4,5,5,5,5,5,5,5,5,3,0,0
753,29278,Male,Loyal Customer,54,Business travel,Business,3995,3,1,1,1,2,3,3,3,3,3,3,1,3,4,0,0
754,98147,Female,Loyal Customer,52,Business travel,Business,562,3,3,3,3,5,5,4,5,5,4,5,3,5,3,26,21
755,97689,Female,disloyal Customer,27,Business travel,Eco Plus,491,3,3,3,4,1,3,1,1,4,5,3,3,4,1,15,11
756,20805,Male,disloyal Customer,50,Business travel,Eco,534,2,3,2,4,5,2,5,5,1,5,4,1,3,5,0,0
757,30441,Male,Loyal Customer,58,Business travel,Business,3783,5,5,3,5,4,5,4,3,3,3,3,4,3,5,0,13
758,62128,Female,Loyal Customer,25,Business travel,Business,2454,1,1,5,1,5,5,5,5,4,3,3,5,5,5,0,0
759,50959,Male,Loyal Customer,70,Personal Travel,Eco,373,3,4,3,3,1,3,1,1,1,4,4,2,4,1,0,0
760,3920,Male,Loyal Customer,9,Personal Travel,Eco,213,1,5,1,1,5,1,5,5,4,5,5,3,4,5,0,0
761,22989,Female,Loyal Customer,62,Personal Travel,Eco,817,5,1,5,4,4,3,4,2,2,5,2,2,2,3,0,0
762,111036,Male,disloyal Customer,72,Business travel,Eco,319,3,2,3,3,4,3,4,4,4,3,3,3,3,4,14,4
763,34805,Male,Loyal Customer,13,Personal Travel,Eco,301,1,4,1,3,4,1,4,4,1,1,4,2,3,4,0,0
764,68068,Female,Loyal Customer,23,Business travel,Business,813,1,1,4,1,5,5,5,5,3,3,4,4,4,5,0,0
765,117139,Male,Loyal Customer,29,Personal Travel,Eco,370,3,5,4,2,1,4,1,1,4,2,5,3,3,1,9,0
766,118651,Female,Loyal Customer,46,Business travel,Eco,368,2,5,5,5,3,4,4,2,2,2,2,3,2,4,2,7
767,16985,Male,Loyal Customer,40,Business travel,Eco,610,4,4,5,4,4,4,4,4,2,2,4,3,1,4,27,47
768,85072,Male,Loyal Customer,23,Business travel,Business,3801,3,3,3,3,5,5,5,5,4,5,5,5,5,5,0,0
769,15670,Male,Loyal Customer,45,Business travel,Eco,617,4,2,2,2,4,4,4,4,5,1,4,3,2,4,0,0
770,68137,Male,Loyal Customer,54,Business travel,Eco Plus,813,1,1,5,1,1,1,1,1,1,1,3,2,4,1,7,4
771,123164,Female,Loyal Customer,54,Business travel,Business,468,1,1,1,1,2,1,1,3,3,5,3,2,3,5,1,12
772,36845,Male,Loyal Customer,35,Personal Travel,Eco,369,5,4,5,2,5,5,4,5,3,1,5,3,5,5,0,0
773,17451,Male,Loyal Customer,60,Business travel,Eco Plus,351,5,4,4,4,5,5,5,5,3,5,5,1,4,5,0,0
774,45594,Female,disloyal Customer,62,Business travel,Eco,313,2,0,2,3,3,2,3,3,5,4,2,2,2,3,0,21
775,123709,Female,Loyal Customer,59,Personal Travel,Eco,214,4,1,0,4,3,4,4,1,1,0,1,2,1,1,0,0
776,118741,Male,Loyal Customer,54,Personal Travel,Eco,304,3,4,3,1,3,3,3,3,4,2,5,4,5,3,13,6
777,46265,Male,Loyal Customer,28,Personal Travel,Eco,594,1,4,1,4,4,1,3,4,3,1,2,1,4,4,36,52
778,103439,Female,Loyal Customer,56,Business travel,Business,393,3,1,1,1,5,4,3,3,3,3,3,1,3,3,14,17
779,117757,Male,Loyal Customer,21,Business travel,Business,1670,3,2,2,2,3,3,3,3,1,1,3,2,4,3,125,128
780,23043,Female,Loyal Customer,44,Business travel,Eco,833,5,4,4,4,2,1,2,5,5,5,5,5,5,5,0,0
781,45009,Female,Loyal Customer,27,Personal Travel,Eco,118,2,4,2,1,5,2,3,5,1,4,1,4,3,5,0,0
782,10869,Male,Loyal Customer,37,Business travel,Eco,316,2,5,2,5,2,2,2,2,3,4,2,2,2,2,55,48
783,113642,Male,Loyal Customer,34,Personal Travel,Eco,223,2,5,2,3,3,2,3,3,4,2,4,4,4,3,32,46
784,36913,Female,disloyal Customer,19,Business travel,Eco,740,3,3,3,3,3,3,3,3,5,3,1,4,5,3,0,0
785,9209,Female,Loyal Customer,65,Personal Travel,Business,100,2,3,2,1,2,5,1,2,2,2,4,2,2,4,0,0
786,110354,Female,Loyal Customer,60,Business travel,Business,3207,3,3,3,3,2,5,4,5,5,5,5,4,5,5,102,97
787,102344,Female,Loyal Customer,54,Business travel,Business,236,2,3,4,3,4,3,3,2,2,2,2,1,2,3,3,0
788,66245,Female,Loyal Customer,10,Personal Travel,Eco,550,2,4,3,3,4,3,4,4,3,5,4,3,4,4,18,13
789,2852,Female,Loyal Customer,54,Business travel,Business,491,4,2,2,2,5,3,3,4,4,4,4,3,4,1,13,29
790,125304,Female,Loyal Customer,17,Business travel,Business,3892,2,2,2,2,2,2,2,2,1,4,3,2,3,2,1,0
791,94889,Female,Loyal Customer,51,Business travel,Eco,562,5,3,4,4,5,3,2,5,5,5,5,5,5,1,12,11
792,119911,Female,Loyal Customer,50,Business travel,Business,1009,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,0
793,129586,Male,Loyal Customer,58,Business travel,Business,2068,2,2,2,2,3,2,2,2,2,3,2,4,2,4,0,0
794,58194,Female,Loyal Customer,30,Business travel,Business,3923,3,3,3,3,3,3,3,3,1,4,4,2,3,3,1,0
795,78323,Male,Loyal Customer,56,Business travel,Business,1547,2,2,2,2,3,4,4,2,2,2,2,4,2,5,34,18
796,51948,Male,disloyal Customer,30,Business travel,Business,347,3,3,3,3,4,3,4,4,4,1,3,1,3,4,0,0
797,50288,Female,Loyal Customer,47,Business travel,Eco,199,3,4,4,4,3,3,3,3,3,3,3,1,3,4,0,0
798,9685,Male,disloyal Customer,22,Business travel,Eco,212,1,4,1,4,5,1,5,5,4,1,4,4,4,5,9,11
799,90835,Male,disloyal Customer,48,Business travel,Business,223,1,1,1,1,5,1,5,5,4,2,4,3,4,5,0,5
800,29806,Female,disloyal Customer,27,Business travel,Eco,539,2,5,2,3,5,2,5,5,2,5,3,1,5,5,0,0
801,127821,Male,Loyal Customer,60,Personal Travel,Eco,1262,1,4,1,1,5,1,5,5,3,3,4,4,4,5,0,0
802,100724,Female,Loyal Customer,40,Business travel,Business,3984,2,2,2,2,5,5,4,5,5,5,5,5,5,3,12,4
803,104066,Male,Loyal Customer,30,Business travel,Eco Plus,1044,4,4,4,4,4,4,4,4,2,3,4,1,3,4,15,12
804,45221,Male,Loyal Customer,24,Business travel,Business,3090,3,1,1,1,3,3,3,3,1,1,1,5,1,3,10,4
805,96106,Male,Loyal Customer,66,Personal Travel,Eco,1235,0,5,0,4,4,0,4,4,5,5,3,4,5,4,0,0
806,5168,Female,Loyal Customer,56,Business travel,Business,383,3,3,3,3,2,2,3,3,3,2,3,3,3,1,0,0
807,85301,Female,Loyal Customer,70,Personal Travel,Eco,874,1,2,1,3,1,2,3,2,2,1,3,3,2,4,0,12
808,27576,Male,Loyal Customer,55,Personal Travel,Eco,697,2,5,2,1,2,2,2,2,5,5,5,4,4,2,0,0
809,10806,Female,Loyal Customer,17,Business travel,Business,312,1,4,4,4,1,1,1,1,4,5,4,4,4,1,29,29
810,82950,Male,Loyal Customer,46,Business travel,Business,1084,2,1,1,1,3,4,4,2,2,2,2,1,2,4,0,0
811,68820,Male,Loyal Customer,24,Business travel,Business,861,1,1,1,1,2,2,2,2,4,2,5,4,5,2,0,0
812,41932,Female,Loyal Customer,59,Personal Travel,Eco,129,2,4,0,1,3,5,5,2,2,0,2,3,2,4,0,3
813,94120,Male,Loyal Customer,18,Personal Travel,Business,189,3,4,3,2,3,3,3,3,2,5,4,2,1,3,1,2
814,19301,Female,Loyal Customer,55,Personal Travel,Eco,299,1,5,3,1,3,3,3,4,4,5,5,3,3,3,136,156
815,17606,Male,Loyal Customer,46,Business travel,Eco,196,5,2,2,2,5,5,5,5,1,5,3,3,4,5,0,0
816,17961,Male,Loyal Customer,26,Personal Travel,Eco,460,5,5,5,2,5,5,4,5,4,3,5,5,5,5,0,0
817,28871,Female,disloyal Customer,22,Business travel,Eco,605,0,0,0,1,4,0,4,4,2,3,5,1,3,4,0,0
818,56733,Male,Loyal Customer,62,Personal Travel,Eco,937,2,5,2,5,5,2,5,5,3,2,5,4,4,5,0,0
819,59118,Male,Loyal Customer,20,Personal Travel,Eco,1846,4,4,4,4,4,4,4,4,3,1,2,2,3,4,40,46
820,90580,Male,disloyal Customer,28,Business travel,Business,404,0,1,1,2,4,1,4,4,3,2,4,5,4,4,31,20
821,104013,Female,Loyal Customer,57,Personal Travel,Eco,1334,1,5,1,4,2,5,4,3,3,1,3,5,3,4,3,0
822,58434,Female,Loyal Customer,9,Personal Travel,Eco,473,1,5,1,3,1,1,1,1,1,5,5,5,2,1,14,5
823,62768,Female,Loyal Customer,29,Business travel,Business,2486,2,2,2,2,2,2,2,2,3,1,2,2,3,2,0,14
824,37157,Male,Loyal Customer,54,Business travel,Business,1797,3,3,3,3,5,4,2,4,4,4,4,2,4,4,60,55
825,43179,Female,Loyal Customer,48,Business travel,Eco,282,4,4,4,4,1,1,2,4,4,4,4,3,4,4,64,69
826,104829,Female,disloyal Customer,47,Business travel,Business,472,4,4,4,1,3,4,3,3,5,5,5,3,5,3,11,0
827,53842,Female,Loyal Customer,40,Business travel,Eco,191,4,5,4,4,4,4,4,4,1,5,3,3,3,4,8,0
828,16606,Female,disloyal Customer,28,Business travel,Eco,1008,3,2,2,3,1,2,1,1,5,3,3,4,2,1,0,0
829,126600,Male,Loyal Customer,27,Business travel,Business,1337,5,5,1,5,5,5,5,5,5,5,4,5,4,5,0,0
830,74144,Male,Loyal Customer,59,Business travel,Business,592,4,4,4,4,2,5,5,4,4,4,4,5,4,3,0,0
831,8920,Male,Loyal Customer,28,Business travel,Eco,661,3,3,1,3,3,3,3,3,1,3,3,3,3,3,35,59
832,106271,Female,Loyal Customer,41,Business travel,Business,604,2,2,3,2,4,4,5,4,4,4,4,3,4,5,0,0
833,125172,Male,Loyal Customer,51,Personal Travel,Eco,1089,4,5,4,4,2,4,2,2,5,4,5,5,1,2,0,32
834,62313,Male,Loyal Customer,55,Business travel,Business,3660,3,1,1,1,3,3,4,3,3,3,3,3,3,4,0,0
835,46105,Male,Loyal Customer,29,Business travel,Business,1623,4,4,4,4,5,5,5,5,4,4,4,4,4,5,0,0
836,77477,Female,disloyal Customer,35,Business travel,Business,2125,4,4,4,1,2,4,2,2,4,5,5,4,5,2,3,3
837,59887,Male,Loyal Customer,39,Business travel,Business,1023,2,2,2,2,3,5,4,5,5,5,5,5,5,5,4,0
838,10298,Female,disloyal Customer,49,Business travel,Business,316,1,1,1,3,4,1,4,4,3,3,4,3,4,4,0,1
839,122646,Male,Loyal Customer,53,Business travel,Business,3648,2,1,4,4,3,2,2,2,2,2,2,4,2,2,42,25
840,119398,Male,Loyal Customer,54,Business travel,Business,2436,5,5,5,5,5,5,4,5,5,5,5,3,5,4,0,0
841,8223,Female,Loyal Customer,44,Personal Travel,Eco,402,0,4,0,4,3,4,5,2,2,0,2,4,2,4,0,0
842,514,Male,Loyal Customer,41,Business travel,Business,134,5,5,5,5,2,4,4,3,3,4,5,4,3,4,0,0
843,103577,Female,Loyal Customer,35,Personal Travel,Eco,689,1,4,1,2,1,1,1,1,4,4,5,3,4,1,0,1
